OG,FG,ABV,IBU,Color,Efficiency,SugarScale,BrewMethod,Style
1.061,1.011,6.57,104.39,7.83,70.0,Specific Gravity,BIAB,American IPA
1.044,1.01,4.45,25.8,19.47,58.0,Specific Gravity,All Grain,American Brown Ale
1.051,1.01,5.39,39.67,7.21,60.0,Specific Gravity,All Grain,American Pale Ale
18.7685,4.92543,7.63,94.32,3.69,70.0,Plato,All Grain,Imperial IPA
1.075,1.01,8.42,19.59,7.96,35.0,Specific Gravity,BIAB,Witbier
1.058,1.01,6.38,35.72,4.65,77.81,Specific Gravity,All Grain,Blonde Ale
1.065,1.012,7.2,62.28,6.95,40.0,Specific Gravity,extract,American IPA
1.097,1.02,10.13,76.86,31.25,70.0,Specific Gravity,BIAB,Russian Imperial Stout
1.0590000000000002,1.014,5.97,59.08,10.95,35.0,Specific Gravity,extract,American IPA
13.6,3.9,5.22,39.08,7.17,75.0,Plato,All Grain,American IPA
1.055,1.013,5.55,32.33,5.44,90.0,Specific Gravity,All Grain,American Pale Ale
1.045,1.01,4.49,22.18,4.35,80.0,Specific Gravity,All Grain,Blonde Ale
1.008,1.002,0.78,0.14,0.87,75.0,Specific Gravity,All Grain,California Common Beer
1.055,1.011,5.76,71.84,3.98,65.0,Specific Gravity,All Grain,American Pale Ale
1.067,1.013,7.08,161.98,7.07,80.0,Specific Gravity,All Grain,American IPA
1.034,1.0090000000000001,3.39,0.0,2.13,100.0,Specific Gravity,All Grain,California Common Beer
1.084,1.0290000000000001,7.15,29.52,40.0,70.0,Specific Gravity,All Grain,Sweet Stout
1.052,1.0090000000000001,5.63,62.07,9.2,71.0,Specific Gravity,All Grain,American IPA
1.071,1.013,7.63,46.88,17.69,60.0,Specific Gravity,All Grain,Irish Red Ale
1.06,1.014,5.99,20.07,4.9,60.0,Specific Gravity,All Grain,Weizen/Weissbier
1.044,1.01,4.6,37.2,8.01,72.0,Specific Gravity,All Grain,American IPA
1.078,1.024,7.04,21.48,50.0,65.0,Specific Gravity,All Grain,American Stout
1.07,1.0170000000000001,6.85,67.07,9.21,35.0,Specific Gravity,extract,American IPA
1.05,1.011,5.14,14.62,10.71,75.0,Specific Gravity,All Grain,Witbier
1.099,1.028,9.29,60.14,50.0,35.0,Specific Gravity,extract,Irish Red Ale
1.053,1.013,5.19,0.0,13.39,75.0,Specific Gravity,All Grain,California Common Beer
1.046,1.0090000000000001,4.91,49.72,2.56,35.0,Specific Gravity,extract,American Pale Ale
1.056,1.014,5.45,0.0,27.83,75.0,Specific Gravity,All Grain,American Brown Ale
1.0659999999999998,1.024,5.6,52.46,36.61,70.0,Specific Gravity,All Grain,Sweet Stout
1.084,1.021,8.28,106.39,6.82,70.0,Specific Gravity,Partial Mash,Imperial IPA
1.05,1.0090000000000001,5.39,34.28,4.0,65.0,Specific Gravity,BIAB,Saison
1.052,1.0090000000000001,5.68,41.82,5.73,70.0,Specific Gravity,All Grain,American Pale Ale
1.07,1.014,7.3,48.12,6.13,73.0,Specific Gravity,All Grain,American IPA
1.071,1.02,6.72,89.64,9.18,70.0,Specific Gravity,All Grain,American IPA
1.044,1.006,4.95,26.36,3.17,70.0,Specific Gravity,All Grain,Weizen/Weissbier
1.068,1.0170000000000001,6.65,22.31,6.16,75.0,Specific Gravity,Partial Mash,American Pale Ale
1.068,1.0170000000000001,6.74,68.43,7.84,70.0,Specific Gravity,All Grain,American IPA
1.048,1.013,4.56,34.9,6.55,75.0,Specific Gravity,All Grain,American Pale Ale
1.051,1.0090000000000001,5.48,24.41,3.41,70.0,Specific Gravity,All Grain,American Amber Ale
1.053,1.015,4.99,74.57,6.63,35.0,Specific Gravity,extract,American Pale Ale
1.0590000000000002,1.016,5.62,21.37,14.88,75.0,Specific Gravity,All Grain,Irish Red Ale
1.075,1.0190000000000001,7.31,109.36,9.65,75.0,Specific Gravity,BIAB,American IPA
1.064,1.018,6.12,22.0,4.68,72.0,Specific Gravity,All Grain,Saison
1.055,1.014,5.34,60.02,16.26,70.0,Specific Gravity,All Grain,American Amber Ale
1.055,1.016,5.1,63.46,31.34,72.0,Specific Gravity,Partial Mash,Robust Porter
1.051,1.01,5.4,29.14,3.89,72.0,Specific Gravity,All Grain,Saison
1.057,1.011,6.0,57.07,4.57,83.0,Specific Gravity,All Grain,American Pale Ale
15.3427,2.69769,6.83,71.26,47.66,80.0,Plato,All Grain,American IPA
1.058,1.015,5.59,1.96,37.43,35.0,Specific Gravity,extract,Sweet Stout
1.041,1.0090000000000001,4.13,19.55,3.42,80.0,Specific Gravity,BIAB,Kölsch
1.082,1.024,7.57,84.72,16.89,70.0,Specific Gravity,All Grain,Imperial IPA
1.072,1.013,7.79,209.29,6.59,75.0,Specific Gravity,All Grain,Imperial IPA
1.058,1.02,4.89,24.68,30.26,60.0,Specific Gravity,BIAB,Oatmeal Stout
1.061,1.023,4.88,20.05,39.64,35.0,Specific Gravity,extract,Sweet Stout
1.041,1.01,4.01,16.07,4.57,57.0,Specific Gravity,BIAB,Weizen/Weissbier
1.0959999999999999,1.023,9.61,138.05,9.98,70.0,Specific Gravity,All Grain,Imperial IPA
1.061,1.015,5.99,0.0,5.94,80.0,Specific Gravity,All Grain,California Common Beer
1.054,1.014,5.24,34.24,10.38,70.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.011,5.01,24.55,3.62,70.0,Specific Gravity,All Grain,Kölsch
1.0590000000000002,1.018,5.47,59.26,50.0,72.0,Specific Gravity,All Grain,American Stout
1.042,1.01,4.19,15.12,3.59,35.0,Specific Gravity,extract,Witbier
1.069,1.023,6.06,0.0,18.73,75.0,Specific Gravity,All Grain,American Amber Ale
1.051,1.013,5.0,18.08,4.38,35.0,Specific Gravity,extract,Weizen/Weissbier
1.073,1.02,6.91,21.53,44.33,70.0,Specific Gravity,BIAB,Sweet Stout
1.072,1.0170000000000001,7.28,77.7,7.62,75.0,Specific Gravity,BIAB,American Pale Ale
1.07,1.02,6.66,84.7,5.52,80.0,Specific Gravity,All Grain,American IPA
1.058,1.016,5.5,82.01,10.37,35.0,Specific Gravity,extract,American IPA
1.057,1.012,5.85,60.14,7.06,75.0,Specific Gravity,BIAB,American IPA
18.2946,3.65746,8.02,50.1,5.09,86.0,Plato,All Grain,American IPA
1.0490000000000002,1.016,4.41,42.9,16.39,70.0,Specific Gravity,All Grain,American Amber Ale
1.032,1.0090000000000001,2.94,30.18,22.64,38.0,Specific Gravity,extract,American IPA
1.054,1.013,5.34,25.28,11.03,70.0,Specific Gravity,All Grain,American Amber Ale
1.0659999999999998,1.016,6.48,85.12,29.91,75.0,Specific Gravity,All Grain,American Brown Ale
1.057,1.004,6.96,31.55,3.6,70.0,Specific Gravity,BIAB,Saison
1.056,1.011,5.87,27.55,5.67,75.0,Specific Gravity,BIAB,American Pale Ale
1.06,1.0170000000000001,5.59,23.85,22.77,78.0,Specific Gravity,All Grain,Sweet Stout
1.071,1.0190000000000001,6.83,54.73,33.1,75.0,Specific Gravity,All Grain,Robust Porter
1.072,1.0170000000000001,7.24,62.88,41.46,65.0,Specific Gravity,All Grain,American Stout
1.074,1.018,7.35,83.62,8.94,75.0,Specific Gravity,All Grain,Imperial IPA
1.093,1.0170000000000001,9.91,21.03,36.0,70.0,Specific Gravity,All Grain,Saison
1.1059999999999999,1.03,9.97,56.61,40.0,35.0,Specific Gravity,Partial Mash,Russian Imperial Stout
1.05,1.0090000000000001,5.3,0.0,13.3,75.0,Specific Gravity,extract,American Amber Ale
1.05,1.012,5.12,26.82,4.22,81.0,Specific Gravity,All Grain,Blonde Ale
1.068,1.014,7.1,82.23,7.35,70.0,Specific Gravity,All Grain,American IPA
1.045,1.011,4.54,18.47,3.8,70.0,Specific Gravity,All Grain,Witbier
1.067,1.0170000000000001,6.55,70.56,9.51,70.0,Specific Gravity,BIAB,American IPA
1.065,1.016,6.41,0.0,14.53,75.0,Specific Gravity,All Grain,American Pale Ale
1.048,1.013,4.53,38.32,5.71,75.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.012,4.66,29.44,2.99,60.0,Specific Gravity,Partial Mash,Kölsch
1.051,1.0090000000000001,5.45,58.96,7.9,70.0,Specific Gravity,Partial Mash,American IPA
1.056,1.014,5.47,33.37,29.56,89.0,Specific Gravity,All Grain,Robust Porter
1.05,1.011,5.09,39.93,4.72,76.0,Specific Gravity,All Grain,Blonde Ale
1.057,1.011,6.06,52.92,11.06,70.0,Specific Gravity,All Grain,American Amber Ale
1.061,0.9990000000000001,8.07,61.64,3.43,75.0,Specific Gravity,All Grain,Saison
1.077,1.0190000000000001,7.64,102.02,6.13,75.0,Specific Gravity,BIAB,Imperial IPA
1.004,1.001,0.36,0.0,0.82,60.0,Specific Gravity,BIAB,California Common Beer
1.0659999999999998,1.016,6.56,46.15,8.5,75.0,Specific Gravity,BIAB,California Common Beer
1.055,1.014,5.42,30.58,33.35,65.0,Specific Gravity,All Grain,Robust Porter
17.5373,3.3461199999999995,7.74,80.48,5.55,83.0,Plato,All Grain,American IPA
1.042,1.012,3.96,19.68,4.25,70.0,Specific Gravity,All Grain,Blonde Ale
1.047,1.011,4.67,12.7,2.75,77.0,Specific Gravity,BIAB,Weizen/Weissbier
1.107,1.023,10.96,72.97,50.0,80.0,Specific Gravity,BIAB,American Stout
1.05,1.0090000000000001,5.45,42.39,5.71,75.0,Specific Gravity,All Grain,American Pale Ale
1.0590000000000002,1.018,5.39,26.06,32.53,90.0,Specific Gravity,All Grain,Robust Porter
1.0859999999999999,1.021,8.46,136.75,11.68,70.0,Specific Gravity,Partial Mash,American Brown Ale
1.061,1.01,6.68,48.77,6.37,73.0,Specific Gravity,BIAB,American IPA
1.064,1.015,6.37,82.69,6.25,75.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.023,4.8,21.11,37.99,35.0,Specific Gravity,extract,Sweet Stout
1.0659999999999998,1.012,7.11,81.89,4.79,70.0,Specific Gravity,All Grain,American IPA
1.053,1.013,5.17,0.0,3.83,75.0,Specific Gravity,extract,American IPA
1.046,1.012,4.46,20.63,4.14,72.0,Specific Gravity,Partial Mash,Kölsch
1.06,1.013,6.19,28.77,12.6,70.0,Specific Gravity,All Grain,Saison
1.06,1.015,5.97,17.84,5.23,75.0,Specific Gravity,All Grain,Witbier
1.083,1.018,8.57,237.3,6.29,70.0,Specific Gravity,BIAB,American IPA
21.8023,5.42975,9.14,53.2,7.58,80.0,Plato,All Grain,Imperial IPA
1.063,1.012,6.65,86.06,11.72,75.0,Specific Gravity,All Grain,American IPA
1.064,1.016,6.27,111.06,18.98,35.0,Specific Gravity,extract,American IPA
1.068,1.0190000000000001,6.42,50.75,4.51,71.0,Specific Gravity,All Grain,American Pale Ale
1.054,1.014,5.36,0.0,48.77,70.0,Specific Gravity,All Grain,California Common Beer
1.0659999999999998,1.013,7.06,76.27,10.69,35.0,Specific Gravity,extract,American IPA
1.08,1.021,7.82,133.49,7.8,70.0,Specific Gravity,Partial Mash,Imperial IPA
1.064,1.016,6.26,117.35,5.7,74.0,Specific Gravity,All Grain,Imperial IPA
1.05,1.015,4.66,24.37,3.55,65.0,Specific Gravity,All Grain,Witbier
1.088,1.023,8.53,53.99,50.0,68.0,Specific Gravity,All Grain,Sweet Stout
1.0759999999999998,1.016,7.95,69.51,4.59,70.0,Specific Gravity,BIAB,Saison
1.064,1.016,6.34,48.81,33.06,70.0,Specific Gravity,All Grain,Robust Porter
1.058,1.0190000000000001,5.12,11.73,4.76,70.0,Specific Gravity,All Grain,Weizen/Weissbier
1.075,1.022,7.0,40.56,39.66,35.0,Specific Gravity,extract,Robust Porter
1.058,1.016,5.41,28.95,42.61,50.0,Specific Gravity,extract,Oatmeal Stout
1.0490000000000002,1.01,5.11,25.64,10.12,75.0,Specific Gravity,BIAB,Irish Red Ale
1.051,1.016,4.6,0.0,13.54,75.0,Specific Gravity,All Grain,Irish Red Ale
1.068,1.013,7.13,21.65,41.09,70.0,Specific Gravity,All Grain,Saison
1.04,1.0090000000000001,4.0,22.58,7.32,55.0,Specific Gravity,BIAB,California Common Beer
1.058,1.013,5.93,116.02,5.59,60.0,Specific Gravity,BIAB,American IPA
1.045,1.011,4.47,9.86,3.84,35.0,Specific Gravity,extract,Weizen/Weissbier
1.06,1.0170000000000001,5.61,64.92,27.59,80.0,Specific Gravity,All Grain,Robust Porter
1.061,1.0170000000000001,5.87,71.88,6.79,35.0,Specific Gravity,extract,American IPA
1.05,1.011,5.03,37.92,8.2,35.0,Specific Gravity,extract,American Amber Ale
1.045,1.008,4.91,32.82,7.36,77.0,Specific Gravity,BIAB,American Pale Ale
1.071,1.0190000000000001,6.84,82.44,8.94,70.0,Specific Gravity,BIAB,American IPA
1.072,1.018,7.06,0.0,8.2,75.0,Specific Gravity,extract,American IPA
1.071,1.0170000000000001,7.0,51.91,6.05,65.0,Specific Gravity,BIAB,American IPA
1.058,1.013,5.93,23.98,5.19,70.0,Specific Gravity,All Grain,Saison
1.0490000000000002,1.0090000000000001,5.24,14.41,3.59,70.0,Specific Gravity,BIAB,Weizen/Weissbier
1.06,1.014,6.0,31.03,4.48,70.0,Specific Gravity,All Grain,Weizen/Weissbier
1.067,1.013,7.16,117.62,4.57,70.0,Specific Gravity,All Grain,American IPA
1.068,1.0170000000000001,6.63,0.0,12.34,75.0,Specific Gravity,All Grain,American IPA
1.065,1.015,6.56,49.86,36.14,75.0,Specific Gravity,All Grain,Robust Porter
1.057,1.013,5.79,72.37,5.68,50.0,Specific Gravity,All Grain,American IPA
1.003,1.001,0.3,121.73,7.88,35.0,Specific Gravity,extract,American IPA
1.06,1.016,5.85,32.4,25.81,70.0,Specific Gravity,All Grain,American Brown Ale
1.0590000000000002,1.015,5.77,33.74,39.76,75.0,Specific Gravity,All Grain,Oatmeal Stout
1.045,1.01,4.52,25.19,10.06,70.0,Specific Gravity,All Grain,Irish Red Ale
1.0659999999999998,1.021,5.87,36.51,42.87,70.0,Specific Gravity,All Grain,Sweet Stout
1.072,1.014,7.65,68.36,8.41,70.0,Specific Gravity,All Grain,American IPA
1.051,1.011,5.25,17.25,3.65,70.0,Specific Gravity,All Grain,Witbier
1.054,1.014,5.31,43.93,5.87,72.0,Specific Gravity,All Grain,American IPA
1.051,1.012,5.12,25.4,14.94,70.0,Specific Gravity,BIAB,Irish Red Ale
1.055,1.013,5.53,1.66,3.81,80.0,Specific Gravity,All Grain,American Light Lager
1.067,1.015,6.78,58.12,12.66,75.0,Specific Gravity,All Grain,American IPA
1.074,1.015,7.72,110.58,10.17,75.0,Specific Gravity,All Grain,Double IPA
1.07,1.014,7.34,41.95,20.69,70.0,Specific Gravity,All Grain,American Brown Ale
1.06,1.011,6.34,73.86,11.16,52.0,Specific Gravity,extract,American Pale Ale
1.053,1.01,5.6,32.95,10.34,70.0,Specific Gravity,All Grain,American Pale Ale
1.03,1.006,3.2,16.39,2.51,35.0,Specific Gravity,All Grain,Weissbier
1.067,1.016,6.75,88.29,44.87,70.0,Specific Gravity,BIAB,American IPA
1.043,1.012,4.08,14.53,5.1,70.0,Specific Gravity,All Grain,Blonde Ale
1.061,1.015,6.02,54.05,34.09,60.0,Specific Gravity,All Grain,American Brown Ale
1.07,1.018,6.81,72.36,5.74,67.0,Specific Gravity,BIAB,American IPA
1.079,1.014,8.51,95.87,9.95,65.0,Specific Gravity,All Grain,Double IPA
1.061,1.014,6.1,74.84,7.67,70.0,Specific Gravity,All Grain,American Pale Ale
1.06,1.011,6.47,73.66,14.02,70.0,Specific Gravity,BIAB,American IPA
1.0659999999999998,1.012,6.99,0.0,40.0,70.0,Specific Gravity,BIAB,Oatmeal Stout
15.1627,2.81664,6.67,26.11,8.55,75.0,Plato,All Grain,American Pale Ale
1.079,1.02,7.76,0.0,9.65,75.0,Specific Gravity,Partial Mash,American Pale Ale
1.0490000000000002,1.0090000000000001,5.25,74.88,3.06,75.0,Specific Gravity,All Grain,American Pale Ale
1.05,1.015,4.55,32.22,5.22,72.0,Specific Gravity,All Grain,American Pale Ale
1.081,1.0190000000000001,8.19,138.32,7.09,75.0,Specific Gravity,All Grain,Imperial IPA
1.07,1.012,7.64,80.66,3.79,75.0,Specific Gravity,All Grain,American IPA
1.056,1.008,6.33,11.89,3.67,75.0,Specific Gravity,BIAB,Weizen/Weissbier
1.077,1.022,7.27,44.68,5.15,35.0,Specific Gravity,extract,American IPA
1.056,1.014,5.51,69.08,8.44,75.0,Specific Gravity,Partial Mash,American IPA
1.048,1.011,4.8,16.53,4.13,64.0,Specific Gravity,All Grain,Weissbier
1.051,1.011,5.23,40.7,5.42,74.0,Specific Gravity,All Grain,American Pale Ale
1.08,1.02,7.9,0.0,7.55,75.0,Specific Gravity,Partial Mash,American IPA
1.041,1.0070000000000001,4.42,24.55,3.67,58.0,Specific Gravity,All Grain,Saison
1.064,1.018,6.43,51.07,42.88,66.0,Specific Gravity,All Grain,Robust Porter
1.028,1.005,2.95,113.77,7.62,35.0,Specific Gravity,All Grain,American IPA
16.2814,6.09474,5.59,51.23,5.21,50.0,Plato,All Grain,American IPA
1.065,1.0190000000000001,6.04,41.25,5.91,70.0,Specific Gravity,All Grain,American IPA
1.05,1.014,4.73,15.47,4.02,75.0,Specific Gravity,All Grain,Blonde Ale
1.085,1.016,9.03,126.15,21.08,85.0,Specific Gravity,extract,Imperial IPA
1.073,1.02,6.92,93.14,8.89,75.0,Specific Gravity,All Grain,American IPA
1.064,1.0190000000000001,5.88,24.55,35.16,75.0,Specific Gravity,All Grain,American Stout
1.052,1.013,5.13,16.1,3.69,50.0,Specific Gravity,Partial Mash,Witbier
1.05,1.011,5.14,22.62,3.7,72.0,Specific Gravity,All Grain,Witbier
1.082,1.016,8.69,75.74,9.82,35.0,Specific Gravity,extract,American IPA
1.115,1.0270000000000001,11.48,95.7,42.59,80.0,Specific Gravity,All Grain,Robust Porter
1.046,1.0090000000000001,4.94,55.7,7.37,35.0,Specific Gravity,extract,American Pale Ale
1.055,1.01,5.86,22.34,9.56,70.0,Specific Gravity,Partial Mash,American Pale Ale
1.0759999999999998,1.018,7.62,265.56,6.9,75.0,Specific Gravity,All Grain,Imperial IPA
1.068,1.016,6.75,28.79,5.64,65.0,Specific Gravity,All Grain,California Common Beer
1.057,1.011,6.01,42.05,7.22,68.0,Specific Gravity,All Grain,American IPA
1.052,1.015,4.84,26.04,3.89,65.0,Specific Gravity,All Grain,Witbier
1.063,1.013,6.65,47.54,11.23,75.0,Specific Gravity,Partial Mash,American IPA
1.08,1.024,7.37,41.58,50.0,75.0,Specific Gravity,BIAB,Robust Porter
1.058,1.015,5.75,46.91,10.29,35.0,Specific Gravity,extract,American IPA
1.061,1.015,5.96,85.17,9.39,70.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.012,4.87,25.6,14.44,70.0,Specific Gravity,All Grain,Irish Red Ale
1.0590000000000002,1.015,5.7,18.26,5.88,83.0,Specific Gravity,Partial Mash,Weizen/Weissbier
1.0590000000000002,1.0170000000000001,5.6,70.67,12.63,35.0,Specific Gravity,extract,American IPA
1.062,1.025,4.85,30.84,40.51,76.0,Specific Gravity,All Grain,American Stout
1.062,1.012,6.52,58.46,9.16,83.0,Specific Gravity,All Grain,American IPA
1.056,1.011,5.91,44.8,8.29,35.0,Specific Gravity,extract,American Pale Ale
1.052,1.012,5.29,6.42,21.5,70.0,Specific Gravity,BIAB,American Brown Ale
1.077,1.02,7.51,111.43,13.14,75.0,Specific Gravity,All Grain,Imperial IPA
1.053,1.0170000000000001,4.71,33.31,12.96,70.0,Specific Gravity,All Grain,California Common Beer
1.067,1.012,7.25,61.05,5.07,75.0,Specific Gravity,BIAB,American IPA
1.047,1.008,5.1,18.23,3.17,75.0,Specific Gravity,All Grain,Weizen/Weissbier
1.054,1.012,5.58,36.08,6.13,87.0,Specific Gravity,All Grain,American Pale Ale
1.052,1.016,4.77,42.99,11.24,70.0,Specific Gravity,All Grain,California Common Beer
1.054,1.01,5.77,35.29,7.01,75.0,Specific Gravity,All Grain,American Pale Ale
1.053,1.012,5.38,22.98,3.62,70.0,Specific Gravity,All Grain,Kölsch
17.1116,7.25475,5.44,51.14,33.19,70.0,Plato,All Grain,Sweet Stout
12.425,2.1654,5.47,20.0,4.23,63.0,Plato,All Grain,Witbier
1.0659999999999998,1.018,6.34,81.3,4.81,80.0,Specific Gravity,All Grain,American IPA
1.0490000000000002,1.0070000000000001,5.63,16.14,4.37,80.0,Specific Gravity,All Grain,Weissbier
1.0859999999999999,1.021,8.42,0.0,6.99,75.0,Specific Gravity,All Grain,Imperial IPA
1.078,1.022,7.42,33.54,35.1,75.0,Specific Gravity,All Grain,Robust Porter
1.053,1.013,5.18,11.02,4.41,84.0,Specific Gravity,All Grain,Weizen/Weissbier
18.3805,3.69967,8.05,232.65,6.1,75.0,Plato,All Grain,Double IPA
1.056,1.014,5.5,80.56,7.26,61.0,Specific Gravity,All Grain,American IPA
1.051,1.012,5.16,25.91,13.21,68.0,Specific Gravity,All Grain,American Amber Ale
1.047,1.012,4.66,12.72,3.71,80.0,Specific Gravity,BIAB,Weissbier
1.043,1.012,4.04,21.32,4.95,70.0,Specific Gravity,BIAB,American Pale Ale
1.057,1.01,6.23,43.91,6.57,66.0,Specific Gravity,All Grain,American IPA
1.045,1.0090000000000001,4.81,27.25,7.29,35.0,Specific Gravity,extract,American Pale Ale
1.0490000000000002,1.011,4.99,30.68,4.32,50.0,Specific Gravity,Partial Mash,Kölsch
1.071,1.016,7.18,198.58,5.64,70.0,Specific Gravity,All Grain,California Common Beer
1.061,1.0170000000000001,5.76,31.17,3.98,70.0,Specific Gravity,All Grain,Saison
1.03,1.0070000000000001,3.04,74.86,10.87,35.0,Specific Gravity,All Grain,American IPA
1.074,1.022,6.76,249.4,13.27,30.0,Specific Gravity,extract,American IPA
1.046,1.01,4.66,32.49,8.01,70.0,Specific Gravity,All Grain,American IPA
1.058,1.0190000000000001,5.05,9.61,4.5,68.0,Specific Gravity,All Grain,Weizen/Weissbier
1.061,1.013,6.21,37.24,29.57,70.0,Specific Gravity,All Grain,Robust Porter
1.0490000000000002,1.012,4.88,22.25,4.85,70.0,Specific Gravity,All Grain,Kölsch
1.102,1.0190000000000001,10.79,119.89,42.85,35.0,Specific Gravity,extract,Russian Imperial Stout
1.064,1.018,6.03,49.84,33.91,50.0,Specific Gravity,extract,American Stout
1.055,1.006,6.54,26.65,3.89,75.0,Specific Gravity,All Grain,Saison
1.068,1.018,6.58,117.04,11.56,35.0,Specific Gravity,extract,American IPA
1.063,1.021,5.73,66.29,15.84,70.0,Specific Gravity,All Grain,American IPA
1.068,1.016,6.84,61.66,13.12,90.0,Specific Gravity,All Grain,American IPA
1.054,1.01,5.85,40.17,9.48,71.0,Specific Gravity,All Grain,American IPA
1.051,1.012,5.06,11.12,3.42,73.0,Specific Gravity,All Grain,Witbier
1.043,1.0070000000000001,4.7,33.82,5.77,65.0,Specific Gravity,All Grain,American Pale Ale
1.062,1.011,6.64,90.24,28.62,35.0,Specific Gravity,extract,American IPA
1.085,1.0170000000000001,8.83,94.44,8.84,65.0,Specific Gravity,All Grain,Double IPA
1.052,1.013,5.11,30.98,17.14,70.0,Specific Gravity,All Grain,Irish Red Ale
1.065,1.01,7.28,28.06,9.76,60.0,Specific Gravity,extract,Saison
1.072,1.0170000000000001,7.2,40.28,8.06,70.0,Specific Gravity,All Grain,American IPA
1.062,1.015,6.22,32.26,3.59,70.0,Specific Gravity,All Grain,Saison
1.0270000000000001,1.006,2.68,56.87,6.7,70.0,Specific Gravity,All Grain,American Pale Ale
1.0659999999999998,1.0170000000000001,6.36,46.71,8.5,75.0,Specific Gravity,All Grain,American IPA
1.055,1.0090000000000001,5.98,39.72,3.92,87.0,Specific Gravity,All Grain,American Pale Ale
1.064,1.01,7.13,36.23,4.38,57.0,Specific Gravity,BIAB,American IPA
1.047,1.012,4.62,0.0,4.44,75.0,Specific Gravity,All Grain,Blonde Ale
1.053,1.01,5.74,30.5,4.22,70.0,Specific Gravity,All Grain,Weizen/Weissbier
1.06,1.014,6.07,56.56,14.96,70.0,Specific Gravity,All Grain,American IPA
1.053,1.013,5.21,27.28,3.6,75.0,Specific Gravity,BIAB,Kölsch
1.073,1.018,7.16,53.25,11.17,70.0,Specific Gravity,All Grain,American IPA
1.073,1.02,6.89,76.36,11.91,50.0,Specific Gravity,extract,American IPA
1.074,1.0190000000000001,7.32,116.04,12.5,35.0,Specific Gravity,extract,Imperial IPA
1.065,1.015,6.51,54.31,16.26,81.0,Specific Gravity,All Grain,American Amber Ale
1.05,1.011,5.1,19.2,3.56,70.0,Specific Gravity,All Grain,Witbier
1.073,1.0170000000000001,7.37,68.5,12.21,63.0,Specific Gravity,All Grain,American IPA
1.055,1.0190000000000001,4.75,34.87,37.26,35.0,Specific Gravity,extract,Sweet Stout
